score,city,state,total_actives,new_last_30d,new_last_90d,momentum_pct,top_rep,avg_deal_price,social_proof,call_angle
4,Westfield,Massachusetts,2,0,0,0.0,marcus,249.0,A&Z AUTOS | Brill's Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Cedar Park,Texas,2,0,0,0.0,hazel,149.0,The Car Lott | Veracruz Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Woodstock,Georgia,2,0,0,0.0,adam.c,162.0,Atlanta Motorcycle Works | Star Car,2 active dealers in area. Use as social proof in opener.
4,Lebanon,Missouri,2,0,0,0.0,bill,212.0,S&H Farm Supply Lebanon | Butler's Auto Sales,2 active dealers in area. Use as social proof in opener.
4,New Haven,Vermont,2,0,0,0.0,emily,199.0,Cyclewise Inc | Junction Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Chico,California,2,0,0,0.0,marcus,199.0,NEW AUTOS INC | chico top imports,2 active dealers in area. Use as social proof in opener.
4,Sharon Hill,Pennsylvania,2,0,0,0.0,hazel,249.0,Auto Vibe | A 2 Z Motors,2 active dealers in area. Use as social proof in opener.
4,Campbell River,British Columbia,2,0,0,0.0,marcus,249.0,PACIFIC NATIONS AUTO SALES AND FINANCE LTD. | Campbell River RV & Marine,2 active dealers in area. Use as social proof in opener.
4,Midlothian,Texas,2,0,0,0.0,william,149.0,"Silver Star Motors | Chrome Cycles, LLC",2 active dealers in area. Use as social proof in opener.
4,Henderson,Nevada,2,0,0,0.0,bill,194.0,Sin City Golf Carts | Henderson Harley-Davidson,2 active dealers in area. Use as social proof in opener.
4,Somerset,Kentucky,2,0,0,0.0,bill,249.0,Coast to Coast Marine | Slate Branch Auto,2 active dealers in area. Use as social proof in opener.
4,West Bend,Wisconsin,2,0,0,0.0,wayne,149.0,Leitheiser Car Company | Lifetime Auto Sales & Service,2 active dealers in area. Use as social proof in opener.
4,Grinnell,Iowa,2,0,0,0.0,adam.c,199.0,Lacaeyse Trailer Sales | 4 Seasons Trailer And Equipment INC.,2 active dealers in area. Use as social proof in opener.
4,Ft Myers,Florida,2,0,0,0.0,alexa,149.0,House Of Cars | Crystal Motor Cars,2 active dealers in area. Use as social proof in opener.
4,Huntington Beach,California,2,0,0,0.0,Anthony,299.0,High Trade Inc | SoCal Motors,2 active dealers in area. Use as social proof in opener.
4,Dover,Delaware,2,0,0,0.0,mason,212.0,Rozmarcllc | CAR PLACE,2 active dealers in area. Use as social proof in opener.
4,Bolton,Ontario,2,0,0,0.0,emily,199.0,Via Trailers | Via Trailers,2 active dealers in area. Use as social proof in opener.
4,Mckinney,Texas,2,0,0,0.0,william,299.0,ALLY AUTO LLC | NGFF Automotive Corporation,2 active dealers in area. Use as social proof in opener.
4,Schenectady,New York,2,0,0,0.0,alexa,239.0,Pak Auto Corp | ALPHA MOTORS LLC,2 active dealers in area. Use as social proof in opener.
4,Grand Island,Nebraska,2,0,0,0.0,emily,152.0,Grand Kubota | Auto One Inc,2 active dealers in area. Use as social proof in opener.
4,Ventura,California,2,0,0,0.0,william,299.0,STA AUTO GROUP | Coast Cart Inc,2 active dealers in area. Use as social proof in opener.
4,Hobart,Indiana,2,0,0,0.0,mark,299.0,Elite Auto Sales | Hobart Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Sidney,British Columbia,2,0,0,0.0,emily,139.0,Triangle RV | Ebanks Auto Sales Ltd,2 active dealers in area. Use as social proof in opener.
4,Stratford,Ontario,2,0,0,0.0,Anthony,170.0,Stratford Honda | Camp-Out RV,2 active dealers in area. Use as social proof in opener.
4,Alda,Nebraska,2,0,0,0.0,bill,294.0,United Trailer | United Trailer,2 active dealers in area. Use as social proof in opener.
4,Daytona Beach,Florida,2,0,0,0.0,amanda,199.0,Jo Jo Cars Inc. | Infinity Auto Gallery,2 active dealers in area. Use as social proof in opener.
4,Red Deer,Alberta,2,0,0,0.0,emily,200.0,Vellner Leisure Products | Mr. Motors,2 active dealers in area. Use as social proof in opener.
4,Casper,Wyoming,2,0,0,0.0,adam.c,249.0,Paradise Auto | 307 Motors,2 active dealers in area. Use as social proof in opener.
4,Fenton,Michigan,2,0,0,0.0,bill,299.0,Freeway Sport Center | Fenton Trading Post,2 active dealers in area. Use as social proof in opener.
4,Cortez,Colorado,2,0,0,0.0,william,199.0,Fuel Auto | Fuel Auto LLC,2 active dealers in area. Use as social proof in opener.
4,Saugus,Massachusetts,2,0,0,0.0,heather,149.0,AUTO EXCELLENCE GROUP | Auto House USA,2 active dealers in area. Use as social proof in opener.
4,Victorville,California,2,0,0,0.0,heather,249.0,Route 66 Auto Center Inc | Boardwalk Motorcars,2 active dealers in area. Use as social proof in opener.
4,Parma,Ohio,2,0,0,0.0,mark,249.0,DRIVEWISE AUTO MALL LLC | NATIONAL CAR MART,2 active dealers in area. Use as social proof in opener.
4,Roca,Nebraska,2,0,0,0.0,maria,199.0,ROD'S POWER SPORTS | ROD'S POWER SPORTS,2 active dealers in area. Use as social proof in opener.
4,Innisfil,Ontario,2,0,0,0.0,hazel,119.0,Sandy Cove Marine | Audi Barrie,2 active dealers in area. Use as social proof in opener.
4,Olathe,Kansas,2,0,0,0.0,alexa,162.0,Midwest Auto South | kinsellakars,2 active dealers in area. Use as social proof in opener.
4,Bridgeview,Illinois,2,0,0,0.0,bill,249.0,European Auto Sales | Harlem Auto Credit,2 active dealers in area. Use as social proof in opener.
4,Hartford,Connecticut,2,0,0,0.0,amanda,249.0,Lee Motor Sales | LEX AUTOS LLC,2 active dealers in area. Use as social proof in opener.
4,Elma,New York,2,0,0,0.0,william,299.0,Ken's Service and Sales | JAN-CEN MOTORSPORTS,2 active dealers in area. Use as social proof in opener.
4,Vernon,Connecticut,2,0,0,0.0,alexa,249.0,F & Z MOTORS LLC | Scranton Powersports,2 active dealers in area. Use as social proof in opener.
4,Fort Pierre,South Dakota,2,0,0,0.0,emily,249.0,Chase Auto & RV | Fineline Auto,2 active dealers in area. Use as social proof in opener.
4,Yuba City,California,2,0,0,0.0,bill,199.0,ET Quality RV | Saini Motors LLC,2 active dealers in area. Use as social proof in opener.
4,Pinellas,Florida,2,0,0,0.0,mason,139.0,Drive Smart Autos LLC | Drive Smart Autos LLC,2 active dealers in area. Use as social proof in opener.
4,East Brunswick,New Jersey,2,0,0,0.0,hazel,249.0,M2 AUTOGROUP | M2 Auto Group,2 active dealers in area. Use as social proof in opener.
4,Port Richey,Florida,2,0,0,0.0,bill,249.0,Broward Motorsports Port Richey | Cartina inc,2 active dealers in area. Use as social proof in opener.
4,Burlington,North Carolina,2,0,0,0.0,mark,212.0,"Prestige Preowned Inc | Payless Motor Sales, LLC",2 active dealers in area. Use as social proof in opener.
4,Union,South Carolina,2,0,0,0.0,alexa,199.0,Freedom Automotive Sales | Charles Walker Auto Sales LLC,2 active dealers in area. Use as social proof in opener.
4,Chula Vista,California,2,0,0,0.0,lexi,149.0,iCar Automotive Group inc. | Santana Auto Group,2 active dealers in area. Use as social proof in opener.
4,Grove City,Ohio,2,0,0,0.0,alexa,199.0,Southwest Auto Sales Inc | Funkys Automotive,2 active dealers in area. Use as social proof in opener.
4,Vineland,New Jersey,2,0,0,0.0,maria,212.0,UA Auto Sales | JC Miller Auto Sales Inc,2 active dealers in area. Use as social proof in opener.
4,St-Eustache,Quebec,2,0,0,0.0,hailey,150.0,Nadon sport | olivier paquette,2 active dealers in area. Use as social proof in opener.
4,Whitby,Ontario,2,0,0,0.0,emily,127.0,Camping in Style RV Centre | The Car Shoppe,2 active dealers in area. Use as social proof in opener.
4,Warsaw,Indiana,2,0,0,0.0,adam.c,194.0,LUCKY 7 CAR STORE | Lakeside Chevrolet,2 active dealers in area. Use as social proof in opener.
4,New Richmond,Wisconsin,2,0,0,0.0,emily,199.0,St Croix Harley Davidson | Warner's Dock Inc.,2 active dealers in area. Use as social proof in opener.
4,Panama City,Florida,2,0,0,0.0,adam.c,149.0,Trailer World Southeast | Lucky Motors LLC,2 active dealers in area. Use as social proof in opener.
4,Burlington,Ontario,2,0,0,0.0,maria,187.0,Bronte Auto Services Inc. | Leggat Discovery Ford,2 active dealers in area. Use as social proof in opener.
4,Gallipolis,Ohio,2,0,0,0.0,lisa,249.0,RJ Hupp Autos LLC | Dave's Supreme Auto Sales LLC,2 active dealers in area. Use as social proof in opener.
4,Shawinigan,Quebec,2,0,0,0.0,hailey,200.0,Vincent Auto | MVM MOTOSPORT,2 active dealers in area. Use as social proof in opener.
4,Rouyn-Noranda,Quebec,2,0,0,0.0,hailey,175.0,Moto Sport du Cuivre Inc. | Moto Sport de la Capitale,2 active dealers in area. Use as social proof in opener.
4,Vallejo,California,2,0,0,0.0,hazel,212.0,Nitro Auto | Carosell Motors Inc.,2 active dealers in area. Use as social proof in opener.
4,Gettysburg,Pennsylvania,2,0,0,0.0,lexi,162.0,C&R AUTO FLEET LLC | Getty Auto Sale & Service LLC,2 active dealers in area. Use as social proof in opener.
4,Baker,Louisiana,2,0,0,0.0,lisa,299.0,Turbo Motors | TURBO MOTORS,2 active dealers in area. Use as social proof in opener.
4,Clinton,Tennessee,2,0,0,0.0,emily,249.0,Tommy's Motorsports | FREEDOM MOTORS LLC,2 active dealers in area. Use as social proof in opener.
4,El Reno,Oklahoma,2,0,0,0.0,william,299.0,Haller Wholesale | CMP Equipment & Truck Sales,2 active dealers in area. Use as social proof in opener.
4,Lincoln Park,Michigan,2,0,0,0.0,ashley,212.0,Park Autoplex | BIG MIKE AUTO SALES LLC,2 active dealers in area. Use as social proof in opener.
4,Harrisburg,Pennsylvania,2,0,0,0.0,bill,194.0,Koup's Cycle Shop | Rogelio vazquez,2 active dealers in area. Use as social proof in opener.
4,South Houston,Texas,2,0,0,0.0,amanda,149.0,Spencer Auto Sales LLC | Mario's Auto Group,2 active dealers in area. Use as social proof in opener.
4,Terre Haute,Indiana,2,0,0,0.0,mason,239.0,Midwest High End Auto Finance LLC | B&R AUTO SALES,2 active dealers in area. Use as social proof in opener.
4,Rincon,Georgia,2,0,0,0.0,william,162.0,MAG24 Enterprises | D & S AUTO BROKERS LLC,2 active dealers in area. Use as social proof in opener.
4,Canonsburg,Pennsylvania,2,0,0,0.0,maria,212.0,John Warne Motors | AUTO ESTATES INC.,2 active dealers in area. Use as social proof in opener.
4,Hainesport,New Jersey,2,0,0,0.0,heather,162.0,Fairway Auto Sales | fairway auto sales,2 active dealers in area. Use as social proof in opener.
4,Warrenton,Virginia,2,0,0,0.0,hazel,212.0,"Car Bargain | Overdrive Motors, LLC",2 active dealers in area. Use as social proof in opener.
4,Waukesha,Wisconsin,2,0,0,0.0,bill,199.0,Ideal Auto Waukesha | Freeland LLC,2 active dealers in area. Use as social proof in opener.
4,Apache Junction,Arizona,2,0,0,0.0,bill,199.0,TEXAS PRIDE Trailers Arizona | Southwest Tractor & Equipment,2 active dealers in area. Use as social proof in opener.
4,Hickory Hills,Illinois,2,0,0,0.0,ash,299.0,Platinum Motorsports Inc | S&M Motor Sports,2 active dealers in area. Use as social proof in opener.
4,Clifton Park,New York,2,0,0,0.0,maria,144.0,Clifton Park Cars | Nicky v's auto sales,2 active dealers in area. Use as social proof in opener.
4,Shawnee,Oklahoma,2,0,0,0.0,bill,249.0,"Shawnee Motorsports | Kasterke Auto Mart, inc",2 active dealers in area. Use as social proof in opener.
4,Marrero,Louisiana,2,0,0,0.0,maria,125.0,AM Auto Mart,2 active dealers in area. Use as social proof in opener.
4,Roseville,Michigan,2,0,0,0.0,jacob,199.0,DRIVE AUTO SALES LLC | All Approved Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Lakeland,Florida,2,0,0,0.0,lisa,212.0,Fast Financial Auto Mall Inc | ideal wheels,2 active dealers in area. Use as social proof in opener.
4,Richmond,New York,2,0,0,0.0,hazel,199.0,Six Stars Auto | Six Stars Auto,2 active dealers in area. Use as social proof in opener.
4,Chicoutimi,Quebec,2,0,0,0.0,bill,150.0,Groupe Carrier | IMPERIUM,2 active dealers in area. Use as social proof in opener.
4,Aurora,Illinois,2,0,0,0.0,ash,199.0,DRIVEWAY DEALS | THE CAR STORE AUTO CORP,2 active dealers in area. Use as social proof in opener.
4,Fredericton,New Brunswick,2,0,0,0.0,michael,104.0,Lyle Bongard’s RV Sales | Instant Wheels,2 active dealers in area. Use as social proof in opener.
4,La Sarre,Quebec,2,0,0,0.0,bill,124.0,Fleury Auto Groupe | DIMENSION EXPEDITION,2 active dealers in area. Use as social proof in opener.
4,Rockland,Ontario,2,0,0,0.0,michael,128.0,Safari RV | Harmony Hyundai,2 active dealers in area. Use as social proof in opener.
4,San Angelo,Texas,2,0,0,0.0,Anthony,249.0,Three Rivers Marine & Outdoor | Texas Truck World LLC,2 active dealers in area. Use as social proof in opener.
4,Pawtucket,Rhode Island,2,0,0,0.0,hazel,199.0,Accurate Automotive Sales & Service | Jeff Millette Auto Center,2 active dealers in area. Use as social proof in opener.
4,Thurso,Quebec,2,0,0,0.0,bill,187.0,Moto Sport Petite Nation | Sam's Trailers,2 active dealers in area. Use as social proof in opener.
4,Pasadena,California,2,0,0,0.0,mason,199.0,rose city auto sales | car depot,2 active dealers in area. Use as social proof in opener.
4,Cochrane,Alberta,2,0,0,0.0,raymond,299.0,Bow Ridge Sports & Marine Inc | Bow Ridge Sports & Marine Inc,2 active dealers in area. Use as social proof in opener.
4,Davis,California,2,0,0,0.0,john,212.0,Explore Nation RV INC | FABULOUS AUTO SALES,2 active dealers in area. Use as social proof in opener.
4,Mentor,Ohio,2,0,0,0.0,raymond,299.0,Ken Ganley Kia Mentor | Ken Ganley Kia Mentor,2 active dealers in area. Use as social proof in opener.
4,Keokuk,Iowa,2,0,0,0.0,Claire,162.0,ECKLAND MOTORS | Derr Motor Company,2 active dealers in area. Use as social proof in opener.
4,Farmington,Minnesota,2,0,0,0.0,maria,199.0,United Auto Group | Dakota Motor Company,2 active dealers in area. Use as social proof in opener.
4,Louiseville,Quebec,2,0,0,0.0,hailey,150.0,Lapointe sports Louiseville | Sicard Motosport,2 active dealers in area. Use as social proof in opener.
4,Trenton,Ontario,2,0,0,0.0,hailey,150.0,wes bristow | Quinte RV,2 active dealers in area. Use as social proof in opener.
4,Yuma,Arizona,2,0,0,0.0,william,199.0,Desert Toy Box | Desantiago Auto,2 active dealers in area. Use as social proof in opener.
4,New Philadelphia,Ohio,2,0,0,0.0,william,162.0,Action Extreme Sports | dealer Advantage L.L.C.,2 active dealers in area. Use as social proof in opener.
4,Greenville,North Carolina,2,0,0,0.0,bill,249.0,Big Rock Powersports & Marine of Greenville | Family Auto Center,2 active dealers in area. Use as social proof in opener.
4,Branson,Missouri,2,0,0,0.0,amanda,162.0,LAKESIDE MOTORS INC | Tri-Lakes Motors,2 active dealers in area. Use as social proof in opener.
4,Wilkesboro,North Carolina,2,0,0,0.0,john,162.0,Randy Marion Chrysler Dodge Jeep Ram | Minton Automotive Truck Sales,2 active dealers in area. Use as social proof in opener.
4,Bunnell,Florida,2,0,0,0.0,alexa,199.0,All Outdoors Trailer Sales | Ron's Rides Inc,2 active dealers in area. Use as social proof in opener.
4,Decorah,Iowa,2,0,0,0.0,bill,199.0,Decorah Kawasaki Sports Center | b&b sales,2 active dealers in area. Use as social proof in opener.
4,Gulfport,Mississippi,2,0,0,0.0,rose,199.0,NEXT LEVEL AUTOS | FreedomWay Trucks,2 active dealers in area. Use as social proof in opener.
4,Fenton,Missouri,2,0,0,0.0,william,212.0,West Port Auto Center | BBC MOTORS INC.,2 active dealers in area. Use as social proof in opener.
4,Wildwood,Florida,2,0,0,0.0,mark,249.0,One stop golf cart | LUCKY U CYCLES,2 active dealers in area. Use as social proof in opener.
4,Burien,Washington,2,0,0,0.0,alex,199.0,"LOS MUNOZ AUTO SALES LLC | Autos Only, Inc.",2 active dealers in area. Use as social proof in opener.
4,Wayne,Michigan,2,0,0,0.0,mason,249.0,DriveWise Auto Finance | Road Runner Auto Sale,2 active dealers in area. Use as social proof in opener.
4,Augusta,Maine,2,0,0,0.0,bill,199.0,Paul Blouin Mazda | Blouin Performance,2 active dealers in area. Use as social proof in opener.
4,Jackson,Missouri,2,0,0,0.0,bill,249.0,Sappington Pro Outdoor | FIRST AUTO CREDIT,2 active dealers in area. Use as social proof in opener.
4,Devils Lake,North Dakota,2,0,0,0.0,bill,199.0,Joe's Sport Center | Devils Lake Marine and Sports Center,2 active dealers in area. Use as social proof in opener.
4,Swansboro,North Carolina,2,0,0,0.0,bill,202.0,Maness Motors of Swansboro | Auto Network of Swansboro,2 active dealers in area. Use as social proof in opener.
4,Lakewood,Colorado,2,0,0,0.0,bill,199.0,Motorado | Mister Auto,2 active dealers in area. Use as social proof in opener.
4,Evanston,Wyoming,2,0,0,0.0,bill,199.0,Addicted Powersports | Rocky Mountain Yeti Evanston,2 active dealers in area. Use as social proof in opener.
4,Topeka,Kansas,2,0,0,0.0,michael,162.0,Ace Auto Sales | Big Phil's Auto Plaza,2 active dealers in area. Use as social proof in opener.
4,La Puente,California,2,0,0,0.0,mark,199.0,Palm Hills Auto | Atlantis Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Bristol,Pennsylvania,2,0,0,0.0,raymond,199.0,American Auto Bristol Inc | 4th Avenue Motors,2 active dealers in area. Use as social proof in opener.
4,Hudsonville,Michigan,2,0,0,0.0,lisa,212.0,Cars By Jamie | Parkway Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Hazlet,New Jersey,2,0,0,0.0,amy,194.0,First Motors | Liberty Autos,2 active dealers in area. Use as social proof in opener.
4,Willow Grove,Pennsylvania,2,0,0,0.0,bill,299.0,Germosen Auto Willow Grove Inc | Selden Motors,2 active dealers in area. Use as social proof in opener.
4,Indiana,Pennsylvania,2,0,0,0.0,rose,299.0,NORTH EAST LOCATERS | VALUE AUTO,2 active dealers in area. Use as social proof in opener.
4,St Paul,Minnesota,2,0,0,0.0,ashely,299.0,RIVERA AUTO SALES LLC | Ado's Motors,2 active dealers in area. Use as social proof in opener.
4,Springdale,Arkansas,2,0,0,0.0,mason,162.0,jon l dellinger | Taylor Auto Sales Inc,2 active dealers in area. Use as social proof in opener.
4,Lake Elsinore,California,2,0,0,0.0,bill,299.0,Pacific Freedom | RV Ready,2 active dealers in area. Use as social proof in opener.
4,Rensselaer,New York,2,0,0,0.0,maria,179.0,OLYMPIA MOTOR CAR COMPANY | Y & H Auto Planet,2 active dealers in area. Use as social proof in opener.
4,Bellevue,Washington,2,0,0,0.0,bill,212.0,Definitive Motors | Auto Car Zone LLC,2 active dealers in area. Use as social proof in opener.
4,Ottumwa,Iowa,2,0,0,0.0,bill,199.0,RJ Powersports | RJ Powersports,2 active dealers in area. Use as social proof in opener.
4,Hallandale Beach,Florida,2,0,0,0.0,maria,199.0,Best Price Dealer | SCOOTER CITY USA LLC,2 active dealers in area. Use as social proof in opener.
4,Lewiston,Idaho,2,0,0,0.0,bill,212.0,Guy's Outdoor Motorsports & Marine | valley car sales,2 active dealers in area. Use as social proof in opener.
4,Columbia,South Carolina,2,0,0,0.0,allen,199.0,Allstar20 Auto | Star Auto Sales LLC,2 active dealers in area. Use as social proof in opener.
4,Wilton Manors,Florida,2,0,0,0.0,lisa,299.0,Autoxperts llc | ENERGY AUTO SALES,2 active dealers in area. Use as social proof in opener.
4,Ontario,California,2,0,0,0.0,rose,199.0,california auto expert | VARIETY AUTO SALES,2 active dealers in area. Use as social proof in opener.
4,Angleton,Texas,2,0,0,0.0,bill,244.0,Brazos Tractor & Powersports | Houston Motorsports Angleton,2 active dealers in area. Use as social proof in opener.
4,Hopkins,Minnesota,2,0,0,0.0,raymond,162.0,MAINSTREET MOTOR COMPANY | Metro Motorcars,2 active dealers in area. Use as social proof in opener.
4,Woodbridge,Virginia,2,0,0,0.0,heather,199.0,CARSERG | Auto Finance Center LLC,2 active dealers in area. Use as social proof in opener.
4,Lakewood,New Jersey,2,0,0,0.0,mark,249.0,Auto HeadQuarters | Certified Premium Motors,2 active dealers in area. Use as social proof in opener.
4,Peoria,Arizona,2,0,0,0.0,bill,149.0,GO AZ MOTORCYCLES PEORIA | avondale motors llc,2 active dealers in area. Use as social proof in opener.
4,Tilbury,Ontario,2,0,0,0.0,bill,126.0,Oliveira Equipment | Lanoue sales and leasing,2 active dealers in area. Use as social proof in opener.
4,Smyrna,Georgia,2,0,0,0.0,koby,199.0,GLOBAL MOTORS VIP | 1st Choice Autos,2 active dealers in area. Use as social proof in opener.
4,Lenoir City,Tennessee,2,0,0,0.0,haidee,87.0,Lowery's Trucks | TILLEY MOTOR COMPANY,2 active dealers in area. Use as social proof in opener.
4,Hooksett,New Hampshire,2,0,0,0.0,haidee,99.0,ALFA CARS | Best Auto and Truck LLC,2 active dealers in area. Use as social proof in opener.
4,Corona,California,2,0,0,0.0,haidee,194.0,California Highlines | Green Light Auto,2 active dealers in area. Use as social proof in opener.
4,Mansfield,Texas,2,0,0,0.0,haidee,74.0,RT Auto | SWOT HOLDINGS LLC,2 active dealers in area. Use as social proof in opener.
4,Simi Valley,California,2,0,0,0.0,hannah,112.0,California Cars | Panoramic RV Corporation,2 active dealers in area. Use as social proof in opener.
4,Renton,Washington,2,0,0,0.0,haidee,162.0,Heritage Cars | Highland Auto,2 active dealers in area. Use as social proof in opener.
4,Chilliwack,British Columbia,2,0,0,0.0,ophelia,97.0,MCE Motors | Mountainview,2 active dealers in area. Use as social proof in opener.
4,Middletown,New Jersey,2,0,0,0.0,alexa,199.0,Motorcycle Mall of Monmouth | A-Kar Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Avon Park,Florida,2,0,0,0.0,maria,162.0,Huston Chevrolet | Bill Owens Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Findlay,Ohio,2,0,0,0.0,bill,149.0,American Powersport | Findlay Truck and RV,2 active dealers in area. Use as social proof in opener.
4,Monroe,Washington,2,0,0,0.0,vanessa,149.0,RARE GARAGE AUTO | Seattle motorsports inc  dba Adventure Motorsports,2 active dealers in area. Use as social proof in opener.
4,New Britain,Connecticut,2,0,0,0.0,lindsey,99.0,universal motors llc | ARide Auto Sales LLC,2 active dealers in area. Use as social proof in opener.
4,Canterbury,Connecticut,2,0,0,0.0,desmond,212.0,SOUZA WHOLESALE TRAILERS | SOUZA WHOLESALE TRAILERS,2 active dealers in area. Use as social proof in opener.
4,Santa Clara,California,2,0,0,0.0,raymond,249.0,Star One Imports | Elias Motors Inc,2 active dealers in area. Use as social proof in opener.
4,Ocoee,Florida,2,0,0,0.0,mac,125.0,Ultimate Autosports | WEST ORANGE AUTO BROKERS LLC,2 active dealers in area. Use as social proof in opener.
4,Kankakee,Illinois,2,0,0,0.0,rey,125.0,Stevenson Auto Sales | cargo vans of chicago llc,2 active dealers in area. Use as social proof in opener.
4,Redlands,California,2,0,0,0.0,nathalie,157.0,the import connection | On Point Truck Sales LLC,2 active dealers in area. Use as social proof in opener.
4,Oakland Park,Florida,2,0,0,0.0,mac,162.0,THE AUTO CLUB LLC | Fort Lauderdale Auto Sales,2 active dealers in area. Use as social proof in opener.
4,South Burlington,Vermont,2,0,0,0.0,lauren,408.0,Barry's Automotive | Williston Economy Motors,2 active dealers in area. Use as social proof in opener.
4,Kingston,New York,2,0,0,0.0,moe,112.0,tri-star auto sales | affordable cars,2 active dealers in area. Use as social proof in opener.
4,Traverse City,Michigan,2,0,0,0.0,haidee,157.0,Wares Auto Sales | Vans Motor Sales inc,2 active dealers in area. Use as social proof in opener.
4,Sun Valley,California,2,0,0,0.0,heather,149.0,"Sun Land Auto Group | Autohighway, Inc",2 active dealers in area. Use as social proof in opener.
4,Patchogue,New York,2,0,0,0.0,raymond,162.0,112 Auto Plaza | Jayware Inc,2 active dealers in area. Use as social proof in opener.
4,Salinas,California,2,0,0,0.0,rick,644.0,Salinas Motors | Thomassin Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Bossier City,Louisiana,2,0,0,0.0,harvey,125.0,SAMS USED CAR SALES | Consumers Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Bowling Green,Kentucky,2,0,0,0.0,bill,162.0,Harley-Davidson Bowling Green | J & K USED CARS INC,2 active dealers in area. Use as social proof in opener.
4,Wiscasset,Maine,2,0,0,0.0,vanessa,149.0,Norms Used Cars | GROVER AUTO & TIRE INC,2 active dealers in area. Use as social proof in opener.
4,Arroyo Grande,California,2,0,0,0.0,lindsey,149.0,Mullahey Ford | CASTRO AUTO SALES,2 active dealers in area. Use as social proof in opener.
4,Rome,New York,2,0,0,0.0,rick,115.0,Low Priced Auto | Risen Auto,2 active dealers in area. Use as social proof in opener.
4,Johnston,Rhode Island,2,0,0,0.0,britney,199.0,ebuyauto | Ocean State Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Pelham,New Hampshire,2,0,0,0.0,vanessa,125.0,Charlie's Auto Village | Auto Stop Inc,2 active dealers in area. Use as social proof in opener.
4,Regina,Saskatchewan,2,0,0,0.0,marcy,67.0,Every Day Auto Sales Ltd. | Go To Auto,2 active dealers in area. Use as social proof in opener.
4,Maplewood,Minnesota,2,0,0,0.0,henry,124.0,Lexdan Automotive | Sparkle Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Sunland,California,2,0,0,0.0,levi,199.0,Five Star Auto Group | Carfluent Inc,2 active dealers in area. Use as social proof in opener.
4,Vancouver,Washington,2,0,0,0.0,henry,199.0,Red Line Auto Sales | Used LLC,2 active dealers in area. Use as social proof in opener.
4,Vinita,Oklahoma,2,0,0,0.0,ron,84.0,TASK FORCE MOTORS LLC | Joe Watt Auto Sales Inc.,2 active dealers in area. Use as social proof in opener.
4,Van Nuys,California,2,0,0,0.0,dave,162.0,Alpine Motors | Tech Auto Group,2 active dealers in area. Use as social proof in opener.
4,Euless,Texas,2,0,0,0.0,rick,149.0,HEB Auto Sales | CENTURY AUTO GROUP LLC,2 active dealers in area. Use as social proof in opener.
4,Pacoima,California,2,0,0,0.0,ashley,149.0,Williams Auto Mart INC | Karplus Warehouse Inc.,2 active dealers in area. Use as social proof in opener.
4,Tempe,Arizona,2,0,0,0.0,ruby,112.0,AUTO DEALZ | VALLEY AUTO SOURCE,2 active dealers in area. Use as social proof in opener.
4,Colton,California,2,0,0,0.0,henry,149.0,"Meza Auto Sales | The truck boutique, llc",2 active dealers in area. Use as social proof in opener.
4,Holiday,Florida,2,0,0,0.0,henry,108.0,GIGI car inc | East Lake Truck & Car Sales,2 active dealers in area. Use as social proof in opener.
4,Canton,Connecticut,2,0,0,0.0,amanda,149.0,Bach Motor Cars | Canton Auto Exchange Inc,2 active dealers in area. Use as social proof in opener.
4,Portsmouth,Virginia,2,0,0,0.0,marcy,125.0,TOWN AUTOPLANET LLC | Auto City,2 active dealers in area. Use as social proof in opener.
4,Spencerport,New York,2,0,0,0.0,mary,120.0,Auto Link Inc | Jacobs Auto sales LLC,2 active dealers in area. Use as social proof in opener.
4,Round Rock,Texas,2,0,0,0.0,henry,112.0,Capital City Trucks | Flying Piston Motorcycles,2 active dealers in area. Use as social proof in opener.
4,Lincoln,Nebraska,2,0,0,0.0,dave,162.0,"B & D Auto Sales, Inc | Elway Powersports of Lincoln",2 active dealers in area. Use as social proof in opener.
4,Coquitlam,British Columbia,2,0,0,0.0,mary,72.0,Journey Volkswagen | Voltz Auto,2 active dealers in area. Use as social proof in opener.
4,Fort Walton Beach,Florida,2,0,0,0.0,alexa,249.0,USED CARS FLORIDA LLC | beach city motors,2 active dealers in area. Use as social proof in opener.
4,Cotati,California,2,0,0,0.0,marcy,99.0,Sonoma RV | North Bay Motors,2 active dealers in area. Use as social proof in opener.
4,Muskegon,Michigan,2,0,0,0.0,marcy,212.0,Northwind Auto Sales | Priority Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Magnolia,Texas,2,0,0,0.0,lauren,157.0,Texas 504 Autosales | Big Country Motorsports,2 active dealers in area. Use as social proof in opener.
